Latitude,Longitude,Value
35.7986,-78.6217,68
35.7986,-78.6217,72
35.7986,-78.61619999999999,65
35.7986,-78.61619999999999,66
35.7986,-78.61619999999999,56
35.7986,-78.6107,62
35.7986,-78.6107,77
35.7986,-78.6107,70
35.7986,-78.6052,69
35.7986,-78.6052,91
35.7986,-78.6052,76
35.7986,-78.5997,90
35.7986,-78.5997,97
35.7986,-78.5997,69
35.7986,-78.5942,75
35.7986,-78.5942,50
35.7986,-78.5942,86
35.7986,-78.5887,62
35.7986,-78.5887,94
35.7986,-78.5887,63
35.8031,-78.6382,80
35.8031,-78.6382,55
35.8031,-78.6382,86
35.8031,-78.6327,58
35.8031,-78.6327,54
35.8031,-78.6327,69
35.8031,-78.6272,88
35.8031,-78.6272,90
35.8031,-78.6272,77
35.8031,-78.6217,77
35.8031,-78.6217,97
35.8031,-78.6217,81
35.8031,-78.61619999999999,98
35.8031,-78.61619999999999,88
35.8031,-78.61619999999999,74
35.8031,-78.6107,76
35.8031,-78.6107,91
35.8031,-78.6107,73
35.8031,-78.6052,54
35.8031,-78.6052,83
35.8031,-78.6052,69
35.8031,-78.5997,51
35.8031,-78.5997,97
35.8031,-78.5997,81
35.8031,-78.5942,56
35.8031,-78.5942,99
35.8031,-78.5942,71
35.8031,-78.5887,94
35.8031,-78.5887,89
35.8031,-78.5887,86
35.8076,-78.6382,62
35.8076,-78.6382,93
35.8076,-78.6382,93
35.8076,-78.6327,88
35.8076,-78.6327,59
35.8076,-78.6327,76
35.8076,-78.6272,95
35.8076,-78.6272,97
35.8076,-78.6272,55
35.8076,-78.6217,59
35.8076,-78.6217,62
35.8076,-78.6217,71
35.8076,-78.61619999999999,85
35.8076,-78.61619999999999,74
35.8076,-78.61619999999999,61
35.8076,-78.6107,90
35.8076,-78.6107,53
35.8076,-78.6107,99
35.8076,-78.6052,90
35.8076,-78.6052,80
35.8076,-78.6052,84
35.8076,-78.5997,94
35.8076,-78.5997,67
35.8076,-78.5997,79
35.8076,-78.5942,82
35.8076,-78.5942,88
35.8076,-78.5942,56
35.8076,-78.5887,81
35.8076,-78.5887,75
35.8076,-78.5887,71
35.8121,-78.6382,68
35.8121,-78.6382,94
35.8121,-78.6382,54
35.8121,-78.6327,78
35.8121,-78.6327,62
35.8121,-78.6327,97
35.8121,-78.6272,85
35.8121,-78.6272,76
35.8121,-78.6272,79
35.8121,-78.6217,58
35.8121,-78.6217,81
35.8121,-78.6217,90
35.8121,-78.61619999999999,75
35.8121,-78.61619999999999,92
35.8121,-78.61619999999999,98
35.8121,-78.6107,95
35.8121,-78.6107,80
35.8121,-78.6107,51
35.8121,-78.6052,96
35.8121,-78.6052,61
35.8121,-78.6052,57
35.8121,-78.5997,83
35.8121,-78.5997,52
35.8121,-78.5997,55
35.8121,-78.5942,69
35.8121,-78.5942,73
35.8121,-78.5942,91
35.8121,-78.5887,77
35.8121,-78.5887,84
35.8121,-78.5887,74
35.8166,-78.6382,97
35.8166,-78.6382,97
35.8166,-78.6382,54
35.8166,-78.6327,66
35.8166,-78.6327,61
35.8166,-78.6327,57
35.8166,-78.6272,86
35.8166,-78.6272,67
35.8166,-78.6272,92
35.8166,-78.6217,70
35.8166,-78.6217,79
35.8166,-78.6217,80
35.8166,-78.61619999999999,97
35.8166,-78.61619999999999,91
35.8166,-78.61619999999999,76
35.8166,-78.6107,74
35.8166,-78.6107,62
35.8166,-78.6107,92
35.8166,-78.6052,95
35.8166,-78.6052,98
35.8166,-78.6052,60
35.8166,-78.5997,63
35.8166,-78.5997,95
35.8166,-78.5997,71
35.8166,-78.5942,91
35.8166,-78.5942,83
35.8166,-78.5942,62
35.8166,-78.5887,62
35.8166,-78.5887,78
35.8166,-78.5887,70
35.8211,-78.6382,63
35.8211,-78.6382,96
35.8211,-78.6382,81
35.8211,-78.6327,94
35.8211,-78.6327,72
35.8211,-78.6327,78
35.8211,-78.6272,88
35.8211,-78.6272,76
35.8211,-78.6272,95
35.8211,-78.6217,88
35.8211,-78.6217,87
35.8211,-78.6217,84
35.8211,-78.61619999999999,90
35.8211,-78.61619999999999,65
35.8211,-78.61619999999999,63
35.8211,-78.6107,83
35.8211,-78.6107,67
35.8211,-78.6107,61
35.8211,-78.6052,59
35.8211,-78.6052,91
35.8211,-78.6052,65
35.8211,-78.5997,53
35.8211,-78.5997,79
35.8211,-78.5997,55
35.8211,-78.5942,84
35.8211,-78.5942,96
35.8211,-78.5942,70
35.8211,-78.5887,77
35.8211,-78.5887,95
35.8211,-78.5887,57
